dataset_folder,dataset_exp_name,dataset_mod,category_en,category_ch,subtype,model,n_seeds,mean_score,std_score,chance_level,chance_source,t_stat,p_raw,cohens_d,above_chance,p_holm_global,p_holm_within_dataset
AD65_cross_subject_linear_downsample,AD65,cross_subject,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,bendr,3,0.3380938519401206,0.00971810367855673,0.3333333333333333,balanced_chance,0.8484638948158592,0.48553288720019705,0.48986085806961466,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,biot,3,0.5083650017245946,0.11954700470108193,0.3333333333333333,balanced_chance,2.5359375866024387,0.1266274349006241,1.464124248273008,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,brainomni,3,0.4526938154047246,0.12443700486147849,0.3333333333333333,balanced_chance,1.661390191717504,0.23852044071988537,0.959204074417105,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,cbramod,3,0.3768715484252476,0.02586044595680226,0.3333333333333333,balanced_chance,2.9160518243198315,0.10023074594780917,1.683583305741954,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,eegmamba,3,0.37667671966243227,0.061254538401675385,0.3333333333333333,balanced_chance,1.2255899604009153,0.3450883185744545,0.7075946935535712,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,femba,3,0.4557655966992203,0.10976696843903101,0.3333333333333333,balanced_chance,1.9319008591656244,0.19309460768339268,1.1153834810869425,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,labram,3,0.4739906521145107,0.11497324660493267,0.3333333333333333,balanced_chance,2.118976629602795,0.1682328859457906,1.2233917275077,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,neurogpt,3,0.41951879233800765,0.09254869996279569,0.3333333333333333,balanced_chance,1.612962623243219,0.24808701224139804,0.9312444047222775,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,neurolm,3,0.38081679381001693,0.16723375055054895,0.3333333333333333,balanced_chance,0.49178928173320663,0.6715455614444115,0.28393467419323953,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,reve,3,0.352961513369541,0.028912873992795563,0.3333333333333333,balanced_chance,1.1758431587012812,0.3606721600727997,0.6788733642009646,True,1.0,1.0
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,bendr,3,0.4886378424418076,0.010370971433256462,0.5,balanced_chance,-1.897588311861021,0.1981828166011047,-1.0955731226640482,False,1.0,0.7927312664044188
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,biot,3,0.5512292352085595,0.06152888080406625,0.5,balanced_chance,1.4421136392303338,0.28602038996200485,0.8326046978116641,True,1.0,0.8580611698860146
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,brainomni,3,0.6300522351037912,0.07963648981725398,0.5,balanced_chance,2.8285661429147386,0.10556401723765585,1.633073424032486,True,1.0,0.6333841034259351
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,cbramod,3,0.5478054871160415,0.06965734440836371,0.5,balanced_chance,1.188697807371785,0.3565672534883507,0.686294999071218,True,1.0,0.8580611698860146
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,eegmamba,3,0.5503674088073208,0.09353567960330177,0.5,balanced_chance,0.9326805714125834,0.44944580774340526,0.538483378972989,True,1.0,0.8580611698860146
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,femba,3,0.6567658385578596,0.03666654651058386,0.5,balanced_chance,7.405289647198611,0.01775132051938652,4.275445971237267,True,1.0,0.1597618846744787
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,labram,3,0.6781207865418127,0.012180018206290518,0.5,balanced_chance,25.329539492413435,0.0015550039531810984,14.624016444394154,True,1.0,0.015550039531810984
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,neurogpt,3,0.7140571154204443,0.1023193744926907,0.5,balanced_chance,3.6235346577136314,0.06843555064689627,2.0920487100489034,True,1.0,0.4790488545282739
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,neurolm,3,0.6291939858107765,0.09587175676967392,0.5,balanced_chance,2.33406119796253,0.14474224488828363,1.3475708609487271,True,1.0,0.7237112244414181
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,reve,3,0.5269604123602349,0.008937861575240465,0.5,balanced_chance,5.2246058643707,0.03473709565172762,3.016427602204121,True,1.0,0.27789676521382095
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,Unknown,Unknown,Unknown,bendr,3,0.4719907407407407,0.012815993971405289,0.5,balanced_chance,-3.7853841245281536,0.06323987984893119,-2.1854925432824652,False,1.0,0.12647975969786238
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,Unknown,Unknown,Unknown,biot,3,0.6022660818713451,0.029566612558100114,0.5,balanced_chance,5.990880739012539,0.0267495016707361,3.4588366073518335,True,1.0,0.0802485050122083
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,Unknown,Unknown,Unknown,brainomni,3,0.722977582846004,0.013973767904695797,0.5,balanced_chance,27.638107708114607,0.0013065667101087512,15.956868925171841,True,0.9459542981187359,0.009145966970761258
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,Unknown,Unknown,Unknown,cbramod,3,0.47324561403508775,0.0014619883040935813,0.5,balanced_chance,-31.696529778510115,0.000993868081006428,-18.299999999999805,False,0.7304930395397247,0.008789991090423891
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,Unknown,Unknown,Unknown,eegmamba,3,0.48920565302144253,0.03352706756936457,0.5,balanced_chance,-0.5576496471905276,0.6331707280129454,-0.32195917391895096,False,1.0,0.6331707280129454
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,Unknown,Unknown,Unknown,femba,3,0.7543006822612086,0.003123093561405842,0.5,balanced_chance,141.03378378378508,5.027139476012964e-05,81.4258930323998,True,0.039362502097181506,0.0005027139476012964
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,Unknown,Unknown,Unknown,labram,3,0.63067738791423,0.018394067788053355,0.5,balanced_chance,12.305047359607837,0.006539685581386115,7.104322405460679,True,1.0,0.032698427906930574
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,Unknown,Unknown,Unknown,neurogpt,3,0.5769736842105263,0.006025161374939502,0.5,balanced_chance,22.12759519652409,0.002036120950040983,12.775373043232255,True,1.0,0.012216725700245899
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,Unknown,Unknown,Unknown,neurolm,3,0.5950536062378168,0.020817948989540133,0.5,balanced_chance,7.908448403311294,0.015615332743915973,4.565944814524041,True,1.0,0.06246133097566389
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,Unknown,Unknown,Unknown,reve,3,0.683535915852224,0.00994198160210931,0.5,balanced_chance,31.9748661778144,0.0009766656767137656,18.460697595063404,True,0.7188259380613314,0.008789991090423891
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,Unknown,Unknown,Unknown,bendr,3,0.5321730104210959,0.02342360134680305,0.5,balanced_chance,2.379023099681751,0.14041003755986103,1.3735296270095967,True,1.0,0.14041003755986103
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,Unknown,Unknown,Unknown,biot,3,0.9804733076567396,0.0038930014541754326,0.5,balanced_chance,213.76929609146848,2.1882406947083854e-05,123.41976064288615,True,0.017308983895143328,0.0001969416625237547
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,Unknown,Unknown,Unknown,brainomni,3,0.9856553669142335,0.007116668382155492,0.5,balanced_chance,118.19853410243933,7.15696994834549e-05,68.2419554818625,True,0.055538086799161,0.0004723086911510887
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,Unknown,Unknown,Unknown,cbramod,3,0.814902407654731,0.004480459286222599,0.5,balanced_chance,121.73461126205235,6.747267016444124e-05,70.28351058184037,True,0.05249373738793529,0.0004723086911510887
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,Unknown,Unknown,Unknown,eegmamba,3,0.7907126328591292,0.028334864010257768,0.5,balanced_chance,17.770653507701397,0.0031516378704178347,10.259891586346969,True,1.0,0.009454913611253505
