dataset_folder,dataset_exp_name,participation_method,model,n_seeds,mean_score,std_score,chance_level,chance_source,category_en,category_ch,subtype,t_stat,p_raw,cohens_d,above_chance,p_holm_global,p_holm_within_dataset
AD65_cross_subject_linear_downsample,AD65,cross_subject,bendr,3,0.23490504536484372,0.05079375097261193,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,-3.35637341993839,0.0784632147862489,-1.9378030975023344,False,1.0,0.784632147862489
AD65_cross_subject_linear_downsample,AD65,cross_subject,biot,3,0.4958292084421612,0.09107870027192615,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,3.0901968393109636,0.09069830136835604,1.7841259770251157,True,1.0,0.8162847123152043
AD65_cross_subject_linear_downsample,AD65,cross_subject,brainomni,3,0.41561014421581427,0.12390379999829616,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,1.1501472653393405,0.3690443711393905,0.6640378332513802,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,cbramod,3,0.27981035512183283,0.062413748320690125,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,-1.4853220665163822,0.2757698155039318,-0.8575510949365245,False,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,eegmamba,3,0.312324512657521,0.07173666789115338,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,-0.5072488852259323,0.6623814325697294,-0.29286028043132956,False,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,femba,3,0.44143190770809343,0.09303097236685583,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,2.0125794483209427,0.18180228754563293,1.161963286253605,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,labram,3,0.43801469340788873,0.13163735681802477,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,1.3773706692180812,0.3022862661109085,0.7952253266469542,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,neurogpt,3,0.3830825868026058,0.13244998983891682,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,0.6505718479268922,0.5820765721306412,0.3756078315277835,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,neurolm,3,0.3723783559364919,0.1379941337867455,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,0.4900785350474195,0.6725654393996606,0.28294697413368514,True,1.0,1.0
AD65_cross_subject_linear_downsample,AD65,cross_subject,reve,3,0.30117053858065107,0.057977452503270646,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,-0.960849299508507,0.4380163481312792,-0.5547466017218998,False,1.0,1.0
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,bendr,3,0.43329551740284855,0.04636781597985,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,-2.491718674027442,0.13031331395005422,-1.438594447194561,False,1.0,1.0
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,biot,3,0.5302861787032915,0.06224664790415786,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,0.842731328472187,0.4880956951802927,0.4865511593479481,True,1.0,1.0
