dataset_folder,dataset_exp_name,participation_method,model,n_seeds,mean_score,std_score,chance_level,chance_source,category_en,category_ch,subtype,t_stat,p_raw,cohens_d,above_chance,p_holm_global,p_holm_within_dataset
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,bendr,3,0.5321730104210959,0.02342360134680305,0.5,balanced_chance,Unknown,Unknown,Unknown,2.379023099681751,0.14041003755986103,1.3735296270095967,True,1.0,0.14041003755986103
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,biot,3,0.9804733076567396,0.0038930014541754326,0.5,balanced_chance,Unknown,Unknown,Unknown,213.76929609146848,2.1882406947083854e-05,123.41976064288615,True,0.005426836922876796,0.0001969416625237547
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,brainomni,3,0.9856553669142335,0.007116668382155492,0.5,balanced_chance,Unknown,Unknown,Unknown,118.19853410243933,7.15696994834549e-05,68.2419554818625,True,0.016890449078095355,0.0004723086911510887
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,cbramod,3,0.814902407654731,0.004480459286222599,0.5,balanced_chance,Unknown,Unknown,Unknown,121.73461126205235,6.747267016444124e-05,70.28351058184037,True,0.016058495499137015,0.0004723086911510887
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,eegmamba,3,0.7907126328591292,0.028334864010257768,0.5,balanced_chance,Unknown,Unknown,Unknown,17.770653507701397,0.0031516378704178347,10.259891586346969,True,0.6523890391764918,0.009454913611253505
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,femba,3,0.957704202651967,0.005743191906624404,0.5,balanced_chance,Unknown,Unknown,Unknown,138.03594703436647,5.247850010013385e-05,79.69509117813641,True,0.012647318524132258,0.0004198280008010708
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,labram,3,0.9380269352290641,0.0032761602249212728,0.5,balanced_chance,Unknown,Unknown,Unknown,231.57747326556722,1.8646410060244784e-05,133.70131652812861,True,0.004642956105000951,0.00018646410060244782
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,neurogpt,3,0.8162930897541637,0.012765552890977057,0.5,balanced_chance,Unknown,Unknown,Unknown,42.91515661059817,0.0005425316224326944,24.7770772214438,True,0.12098455180249086,0.0021701264897307777
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,neurolm,3,0.9250452706363793,0.012253487125242593,0.5,balanced_chance,Unknown,Unknown,Unknown,60.080856717307526,0.00027691554932044365,34.68769879888084,True,0.0634136607943816,0.0013845777466022183
Awakening_balanced_within_subject_linear_downsample,Awakening_balanced,within_subject,reve,3,0.6115116621618961,0.02587284481353962,0.5,balanced_chance,Unknown,Unknown,Unknown,7.465118965185657,0.01747530927572599,4.30998844408252,True,1.0,0.03495061855145198
